NAME,State,Cost
Alaska,AK,+ACI-+ACQ-103,055,595+ACI-
Alabama,AL,+ACI-+ACQ-1,232,965,063+ACI-
Arkansas,AR,+ACI-+ACQ-770,118,881+ACI-
Arizona,AZ,+ACI-+ACQ-1,084,623,550+ACI-
California,CA,+ACI-+ACQ-5,826,558,452+ACI-
Colorado,CO,+ACI-+ACQ-837,961,662+ACI-
Connecticut,CT,+ACI-+ACQ-667,665,950+ACI-
District of Columbia,DC,+ACI-+ACQ-272,834,738+ACI-
Delaware,DE,+ACI-+ACQ-167,282,391+ACI-
Florida,FL,+ACI-+ACQ-4,429,324,320+ACI-
Georgia,GA,+ACI-+ACQ-1,958,572,880+ACI-
Hawaii,HI,+ACI-+ACQ-231,939,661+ACI-
Iowa,IA,+ACI-+ACQ-760,734,536+ACI-
Idaho,ID,+ACI-+ACQ-258,542,985+ACI-
Illinois,IL,+ACI-+ACQ-2,867,735,024+ACI-
Indiana,IN,+ACI-+ACQ-1,584,490,540+ACI-
Kansas,KS,+ACI-+ACQ-733,786,833+ACI-
Kentucky,KY,+ACI-+ACQ-1,150,227,864+ACI-
Louisiana,LA,+ACI-+ACQ-1,269,899,775+ACI-
Maine,MA,+ACI-+ACQ-1,311,483,612+ACI-
Maryland,MD,+ACI-+ACQ-992,588,102+ACI-
Massachusetts,ME,+ACI-+ACQ-241,324,005+ACI-
Michigan,MI,+ACI-+ACQ-2,131,968,009+ACI-
Minnesota,MN,+ACI-+ACQ-1,056,384,423+ACI-
Missouri,MO,+ACI-+ACQ-1,554,099,040+ACI-
Mississippi,MS,+ACI-+ACQ-939,639,739+ACI-
Montana,MT,+ACI-+ACQ-214,290,206+ACI-
North Carolina,NC,+ACI-+ACQ-1,767,011,728+ACI-
North Dakota,ND,+ACI-+ACQ-194,230,094+ACI-
Nebraska,NE,+ACI-+ACQ-467,753,592+ACI-
New Hampshire,NH,+ACI-+ACQ-212,912,688+ACI-
New Jersey,NJ,+ACI-+ACQ-1,923,532,256+ACI-
New Mexico,NM,+ACI-+ACQ-311,319,158+ACI-
Nevada,NV,+ACI-+ACQ-454,064,503+ACI-
New York,NY,+ACI-+ACQ-4,535,565,427+ACI-
Ohio,OH,+ACI-+ACQ-2,977,075,547+ACI-
Oklahoma,OK,+ACI-+ACQ-962,799,267+ACI-
Oregon,OR,+ACI-+ACQ-564,093,785+ACI-
Pennsylvania,PA,+ACI-+ACQ-3,100,707,824+ACI-
Rhode Island,RI,+ACI-+ACQ-209,382,797+ACI-
South Carolina,SC,+ACI-+ACQ-936,454,227+ACI-
South Dakota,SD,+ACI-+ACQ-220,747,324+ACI-
Tennessee,TN,+ACI-+ACQ-1,607,908,352+ACI-
Texas,TX,+ACI-+ACQ-5,162,680,679+ACI-
Utah,UT,+ACI-+ACQ-457,680,488+ACI-
Virginia,VA,+ACI-+ACQ-1,303,562,881+ACI-
Vermont,VT,+ACI-+ACQ-87,300,229+ACI-
Washington,WA,+ACI-+ACQ-963,832,406+ACI-
Wisconsin,WI,+ACI-+ACQ-1,131,373,081+ACI-
West Virginia,WV,+ACI-+ACQ-535,165,898+ACI-
Wyoming,WY,+ACI-+ACQ-114,420,122+ACI-
